,x,y,key
0,-5.486091,-17.850063,2
1,20.06844,-44.97107,2
2,-68.21815,-1.4726583,0
3,-148.08133,44.937847,0
4,-82.10828,79.321236,0
5,-85.59854,-34.236786,2
6,-20.80067,158.83725,0
7,-42.748184,153.98555,0
8,-23.5874,79.39587,0
9,-135.68657,46.98845,0
10,-80.78797,11.792375,0
11,-45.129303,43.434807,0
12,-88.831795,83.98188,0
13,-50.87615,36.77209,0
14,-62.78451,-132.0936,2
15,81.02799,18.530785,1
16,-88.162964,74.77446,0
17,-89.35078,54.13622,0
18,-34.273342,47.528625,0
19,102.06623,24.499157,1
20,-25.72728,47.968246,0
21,56.482086,76.9126,1
22,29.514364,99.273056,0
23,-138.63016,39.772617,0
24,-115.09773,52.257977,0
25,-76.28533,65.973145,0
26,-100.70092,59.41275,0
27,-115.09773,52.257977,0
28,-72.46087,14.2896185,0
29,77.69908,0.4472915,1
30,-28.96872,149.3881,0
31,85.08573,170.9501,0
32,104.31384,173.92174,0
33,81.02799,18.530785,1
34,-115.09773,52.257977,0
35,-23.5874,79.39587,0
36,115.051414,12.1164055,1
37,-0.56031096,144.86752,0
38,-0.56031096,144.86752,0
39,-115.09773,52.257977,0
40,-9.226323,69.48711,0
41,104.31384,173.92174,0
42,216.79399,39.672527,1
43,-6.999081,156.52086,0
44,54.41469,90.3212,0
45,96.17123,3.2921262,1
46,76.790665,-62.44035,1
47,-20.80067,158.83725,0
48,104.31384,173.92174,0
49,-7.4123497,134.67476,0
50,-28.96872,149.3881,0
51,102.06623,24.499157,1
52,-23.5874,79.39587,0
53,-10.740553,-6.5946746,2
54,-25.866556,137.70827,0
55,143.7981,-67.87605,1
56,5.177998,-15.694107,2
57,-86.11672,1.2221487,0
58,-23.5874,79.39587,0
59,-24.243729,62.527927,0
60,-85.59854,-34.236786,2
61,104.31384,173.92174,0
62,-4.1260905,-28.235971,2
63,-145.89307,32.225727,0
64,23.596645,106.142136,0
65,-115.09773,52.257977,0
66,-11.959135,167.8535,0
67,10.458296,94.3037,0
68,-87.28706,64.97813,0
69,-76.194954,74.50478,0
70,-89.35078,54.13622,0
71,-64.45937,21.232695,0
72,-89.523224,-10.136081,0
73,-100.70092,59.41275,0
74,-78.701164,58.716393,0
75,76.790665,-62.44035,1
76,-49.34443,8.554498,0
77,-94.56542,77.1264,0
78,-115.09773,52.257977,0
79,-67.19211,-47.1043,2
80,-15.736302,145.09827,0
81,-87.28706,64.97813,0
82,-89.35078,54.13622,0
83,56.482086,76.9126,1
84,104.31384,173.92174,0
85,-23.5874,79.39587,0
86,38.6374,104.4986,0
87,-10.740553,-6.5946746,2
88,-145.89307,32.225727,0
89,-8.993987,124.2156,0
90,-136.34923,25.245989,0
91,-7.755924,-82.31991,2
92,54.41469,90.3212,0
93,-23.5874,79.39587,0
94,54.41469,90.3212,0
95,-148.08133,44.937847,0
96,23.596645,106.142136,0
97,-15.736302,145.09827,0
98,104.31384,173.92174,0
99,-23.5874,79.39587,0
100,104.31384,173.92174,0
101,128.2173,-66.57056,1
102,54.41469,90.3212,0
103,121.625275,155.95001,0
104,-87.28706,64.97813,0
105,-0.56031096,144.86752,0
106,-23.5874,79.39587,0
107,-15.736302,145.09827,0
108,56.493935,-80.8002,1
109,-23.5874,79.39587,0
110,-9.226323,69.48711,0
111,91.074425,186.21307,0
112,-129.46759,38.142693,0
113,-6.999081,156.52086,0
114,-9.226323,69.48711,0
115,-115.09773,52.257977,0
116,102.06623,24.499157,1
117,-86.11672,1.2221487,0
118,104.31384,173.92174,0
119,104.31384,173.92174,0
120,-6.999081,156.52086,0
121,38.6374,104.4986,0
122,-115.09773,52.257977,0
123,104.31384,173.92174,0
124,104.31384,173.92174,0
125,-115.09773,52.257977,0
126,115.051414,12.1164055,1
127,-18.22094,-21.421627,2
128,-23.5874,79.39587,0
129,-7.4123497,134.67476,0
130,104.31384,173.92174,0
131,38.6374,104.4986,0
132,-20.80067,158.83725,0
133,54.41469,90.3212,0
134,-56.600475,15.1997385,0
135,-115.09773,52.257977,0
136,-43.20649,36.729813,0
137,-23.5874,79.39587,0
138,125.44025,-84.29088,1
139,-25.866556,137.70827,0
140,-129.46759,38.142693,0
141,-47.784687,27.290823,0
142,29.514364,99.273056,0
143,3.4891691,133.49417,0
144,-100.70092,59.41275,0
145,104.31384,173.92174,0
146,-29.539515,42.605366,0
147,-77.12032,-46.129288,2
148,-122.44501,68.28833,0
149,36.022587,-62.05927,2
150,-15.736302,145.09827,0
151,-100.70092,59.41275,0
152,-86.11672,1.2221487,0
153,-138.63016,39.772617,0
154,-37.724537,32.90947,0
155,-15.736302,145.09827,0
156,-100.70092,59.41275,0
157,-136.34923,25.245989,0
158,53.140198,66.93984,1
159,-16.962372,-164.54053,2
160,-28.96872,149.3881,0
161,-56.600475,15.1997385,0
162,-15.736302,145.09827,0
163,-115.09773,52.257977,0
164,-0.56031096,144.86752,0
165,-15.736302,145.09827,0
166,-100.70092,59.41275,0
167,38.6374,104.4986,0
168,-47.784687,27.290823,0
169,-23.5874,79.39587,0
170,-100.70092,59.41275,0
171,-23.5874,79.39587,0
172,81.02799,18.530785,1
173,-4.1260905,-28.235971,2
174,-28.231716,127.92457,0
175,-36.549454,41.7833,0
176,77.69908,0.4472915,1
177,13.311847,-92.09896,2
178,-72.998474,5.150303,0
179,102.06623,24.499157,1
180,96.17123,3.2921262,1
181,81.02799,18.530785,1
182,81.02799,18.530785,1
183,-145.89307,32.225727,0
184,81.02799,18.530785,1
185,81.02799,18.530785,1
186,81.02799,18.530785,1
187,81.02799,18.530785,1
188,115.051414,12.1164055,1
189,102.06623,24.499157,1
190,102.06623,24.499157,1
191,102.06623,24.499157,1
192,102.06623,24.499157,1
193,96.17123,3.2921262,1
194,96.17123,3.2921262,1
195,102.06623,24.499157,1
196,102.06623,24.499157,1
197,102.06623,24.499157,1
198,102.06623,24.499157,1
199,81.02799,18.530785,1
200,-77.12032,-46.129288,2
201,-67.18155,-98.82738,2
202,-64.49113,-108.05588,2
203,-62.78451,-132.0936,2
204,20.06844,-44.97107,2
205,-4.231211,-56.38785,2
206,-56.600475,15.1997385,0
207,-58.577316,-100.259544,2
208,-16.962372,-164.54053,2
209,-68.85487,-120.066696,2
210,-71.15257,-37.67423,2
211,-62.78451,-132.0936,2
212,-12.616615,-148.22592,2
213,-62.78451,-132.0936,2
214,-49.982452,-144.08768,2
