,0,1,2,3,4,5,6,7,8,9,10,Date
3499,12:53 PM,"67 
F","54 
F","63 
%",ENE,"17 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3500,12:53 AM,"63 
F","50 
F","63 
%",ENE,"18 
mph","26 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-09-09
3501,2:53 AM,"62 
F","48 
F","60 
%",ENE,"17 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3502,3:53 AM,"62 
F","48 
F","60 
%",ENE,"13 
mph","22 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3503,4:53 AM,"62 
F","49 
F","62 
%",ENE,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3504,5:53 AM,"62 
F","48 
F","60 
%",ENE,"17 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3505,6:53 AM,"62 
F","51 
F","67 
%",NE,"15 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3506,7:53 AM,"62 
F","51 
F","67 
%",ENE,"15 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3507,8:53 AM,"62 
F","52 
F","70 
%",ENE,"18 
mph","25 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3508,9:53 AM,"63 
F","53 
F","70 
%",ENE,"15 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3509,10:53 AM,"65 
F","54 
F","68 
%",ENE,"17 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3510,11:53 AM,"66 
F","54 
F","65 
%",NE,"20 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3511,1:53 AM,"63 
F","49 
F","60 
%",ENE,"17 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3512,1:53 PM,"68 
F","52 
F","56 
%",ENE,"23 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy / Windy,2018-09-09
3513,2:53 PM,"68 
F","52 
F","56 
%",NNE,"18 
mph","24 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3514,3:53 PM,"69 
F","52 
F","54 
%",NNE,"20 
mph","30 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3515,4:53 PM,"69 
F","50 
F","51 
%",NNE,"20 
mph","30 
mph","29.3 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-09
3516,5:53 PM,"68 
F","48 
F","49 
%",NE,"20 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-09
3517,6:53 PM,"67 
F","49 
F","52 
%",NE,"18 
mph","29 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-09
3518,7:53 PM,"66 
F","50 
F","56 
%",NE,"16 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-09
3519,8:53 PM,"65 
F","51 
F","61 
%",NE,"12 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-09
3520,9:53 PM,"65 
F","52 
F","63 
%",NE,"20 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-09
3521,10:53 PM,"63 
F","52 
F","67 
%",NE,"10 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-09
3522,11:53 PM,"62 
F","53 
F","72 
%",NE,"10 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-09
3523,11:53 AM,"71 
F","57 
F","61 
%",NNE,"14 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-10
3524,12:53 AM,"62 
F","53 
F","72 
%",N,"6 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3525,2:53 AM,"62 
F","54 
F","75 
%",NNE,"7 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3526,3:53 AM,"62 
F","55 
F","78 
%",N,"7 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-10
3527,4:22 AM,"62 
F","55 
F","78 
%",N,"9 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-10
3528,4:53 AM,"62 
F","55 
F","78 
%",N,"9 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-10
3529,5:53 AM,"63 
F","56 
F","78 
%",NNE,"9 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-10
3530,6:53 AM,"64 
F","56 
F","75 
%",NNE,"8 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-10
3531,7:53 AM,"64 
F","56 
F","75 
%",NNE,"10 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-10
3532,8:10 AM,"66 
F","56 
F","70 
%",NNE,"10 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-10
3533,8:53 AM,"67 
F","57 
F","70 
%",NE,"12 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3534,9:53 AM,"69 
F","56 
F","63 
%",NNE,"10 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3535,10:53 AM,"71 
F","57 
F","61 
%",NNE,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3536,1:53 AM,"62 
F","54 
F","75 
%",NNE,"10 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3537,12:53 PM,"71 
F","57 
F","61 
%",N,"10 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-10
3538,1:53 PM,"71 
F","57 
F","61 
%",NNE,"13 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-10
3539,2:53 PM,"73 
F","57 
F","57 
%",NE,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-10
3540,3:53 PM,"74 
F","57 
F","55 
%",N,"12 
mph","16 
mph","29.3 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-10
3541,4:53 PM,"72 
F","57 
F","59 
%",NNE,"13 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-10
3542,5:53 PM,"70 
F","57 
F","63 
%",NE,"10 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3543,6:53 PM,"68 
F","57 
F","68 
%",E,"10 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3544,7:53 PM,"66 
F","57 
F","73 
%",ESE,"7 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3545,8:53 PM,"66 
F","58 
F","75 
%",ESE,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3546,9:53 PM,"65 
F","58 
F","78 
%",E,"5 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3547,10:53 PM,"65 
F","58 
F","78 
%",CALM,"0 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3548,11:53 PM,"64 
F","59 
F","84 
%",S,"3 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-10
3549,12:53 PM,"79 
F","54 
F","42 
%",SE,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3550,12:53 AM,"63 
F","58 
F","84 
%",S,"5 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3551,2:53 AM,"60 
F","56 
F","86 
%",SW,"3 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3552,3:53 AM,"59 
F","56 
F","90 
%",SW,"3 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3553,4:53 AM,"60 
F","56 
F","86 
%",CALM,"0 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3554,5:53 AM,"58 
F","55 
F","90 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3555,6:53 AM,"58 
F","55 
F","90 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3556,7:53 AM,"59 
F","57 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3557,8:53 AM,"61 
F","57 
F","87 
%",SSW,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3558,9:53 AM,"70 
F","59 
F","68 
%",SSW,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3559,10:53 AM,"73 
F","57 
F","57 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3560,11:53 AM,"75 
F","54 
F","48 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3561,1:53 AM,"62 
F","58 
F","86 
%",S,"3 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3562,1:53 PM,"79 
F","55 
F","44 
%",SSE,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3563,2:53 PM,"80 
F","55 
F","42 
%",S,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3564,3:53 PM,"77 
F","55 
F","46 
%",SSW,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3565,4:53 PM,"76 
F","54 
F","46 
%",SW,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3566,5:53 PM,"75 
F","55 
F","50 
%",ESE,"12 
mph","17 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3567,6:53 PM,"70 
F","59 
F","68 
%",ESE,"10 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3568,7:53 PM,"66 
F","59 
F","78 
%",ESE,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3569,8:53 PM,"64 
F","59 
F","84 
%",ESE,"10 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3570,9:53 PM,"64 
F","60 
F","87 
%",ESE,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3571,10:53 PM,"64 
F","58 
F","80 
%",SSE,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3572,11:53 PM,"64 
F","57 
F","78 
%",SSE,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-11
3573,12:53 PM,"81 
F","58 
F","45 
%",VAR,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3574,12:53 AM,"63 
F","56 
F","78 
%",S,"7 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3575,2:53 AM,"60 
F","56 
F","86 
%",S,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3576,3:53 AM,"59 
F","56 
F","90 
%",S,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3577,4:53 AM,"58 
F","55 
F","90 
%",SSE,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3578,5:53 AM,"57 
F","55 
F","93 
%",S,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3579,6:53 AM,"57 
F","56 
F","96 
%",SSE,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3580,7:53 AM,"64 
F","56 
F","75 
%",SSE,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3581,8:53 AM,"70 
F","58 
F","65 
%",S,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3582,9:53 AM,"73 
F","58 
F","59 
%",VAR,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3583,10:53 AM,"75 
F","58 
F","55 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3584,11:53 AM,"77 
F","58 
F","52 
%",E,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3585,1:53 AM,"61 
F","55 
F","81 
%",S,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3586,1:53 PM,"81 
F","57 
F","44 
%",E,"10 
mph","16 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3587,2:53 PM,"82 
F","55 
F","39 
%",SE,"7 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3588,3:53 PM,"80 
F","49 
F","34 
%",E,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3589,4:53 PM,"79 
F","47 
F","32 
%",E,"9 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3590,5:53 PM,"75 
F","51 
F","43 
%",E,"9 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3591,6:53 PM,"70 
F","54 
F","57 
%",E,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3592,7:53 PM,"66 
F","54 
F","65 
%",E,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3593,8:53 PM,"66 
F","55 
F","68 
%",E,"12 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3594,9:53 PM,"64 
F","58 
F","80 
%",SE,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3595,10:53 PM,"64 
F","57 
F","78 
%",SE,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3596,11:53 PM,"62 
F","57 
F","84 
%",SE,"7 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-12
3597,12:53 PM,"75 
F","57 
F","53 
%",ESE,"9 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-13
3598,12:53 AM,"61 
F","56 
F","83 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3599,2:53 AM,"59 
F","56 
F","90 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3600,3:53 AM,"58 
F","56 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3601,4:53 AM,"57 
F","55 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3602,5:53 AM,"57 
F","55 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3603,6:53 AM,"59 
F","56 
F","90 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-13
3604,7:53 AM,"64 
F","56 
F","75 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-13
3605,8:53 AM,"66 
F","58 
F","75 
%",CALM,"0 
mph","0 
mph","29.6 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-13
3606,9:53 AM,"70 
F","56 
F","61 
%",SSW,"5 
mph","0 
mph","29.6 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3607,10:53 AM,"73 
F","55 
F","53 
%",SSE,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3608,11:53 AM,"75 
F","57 
F","53 
%",E,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-13
3609,1:53 AM,"60 
F","56 
F","86 
%",SE,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3610,1:53 PM,"79 
F","58 
F","48 
%",E,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3611,2:53 PM,"77 
F","58 
F","52 
%",E,"9 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3612,3:53 PM,"77 
F","58 
F","52 
%",ESE,"9 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3613,4:53 PM,"75 
F","59 
F","57 
%",E,"9 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3614,5:53 PM,"74 
F","59 
F","59 
%",E,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3615,6:53 PM,"68 
F","58 
F","70 
%",E,"7 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3616,7:53 PM,"66 
F","58 
F","75 
%",E,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3617,8:53 PM,"64 
F","60 
F","87 
%",E,"7 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3618,9:53 PM,"64 
F","60 
F","87 
%",ESE,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3619,10:53 PM,"64 
F","60 
F","87 
%",ESE,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3620,11:53 PM,"63 
F","60 
F","90 
%",E,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-13
3621,12:53 PM,"84 
F","60 
F","44 
%",E,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3622,12:53 AM,"63 
F","60 
F","90 
%",E,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3623,2:53 AM,"62 
F","60 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3624,3:53 AM,"62 
F","60 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3625,4:53 AM,"62 
F","60 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3626,5:53 AM,"62 
F","60 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3627,6:53 AM,"63 
F","60 
F","90 
%",SE,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3628,7:53 AM,"67 
F","61 
F","81 
%",SE,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3629,8:53 AM,"72 
F","62 
F","71 
%",SSW,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3630,9:53 AM,"76 
F","62 
F","62 
%",S,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3631,10:53 AM,"81 
F","62 
F","52 
%",E,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3632,11:53 AM,"82 
F","58 
F","44 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3633,1:53 AM,"63 
F","60 
F","90 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3634,1:53 PM,"84 
F","60 
F","44 
%",ENE,"12 
mph","20 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3635,2:53 PM,"84 
F","60 
F","44 
%",E,"13 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3636,3:53 PM,"81 
F","59 
F","47 
%",E,"13 
mph","21 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3637,4:53 PM,"78 
F","58 
F","50 
%",E,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3638,5:53 PM,"75 
F","58 
F","55 
%",E,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3639,6:53 PM,"73 
F","59 
F","61 
%",E,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3640,7:53 PM,"71 
F","60 
F","68 
%",E,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3641,8:53 PM,"70 
F","61 
F","73 
%",E,"9 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3642,9:53 PM,"69 
F","61 
F","75 
%",E,"7 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3643,10:53 PM,"67 
F","62 
F","84 
%",E,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3644,11:53 PM,"66 
F","62 
F","87 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-14
3645,12:53 PM,"74 
F","61 
F","64 
%",E,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3646,12:53 AM,"66 
F","61 
F","84 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3647,2:53 AM,"64 
F","61 
F","90 
%",E,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3648,3:53 AM,"64 
F","61 
F","90 
%",ENE,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3649,4:53 AM,"64 
F","62 
F","93 
%",NE,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3650,5:53 AM,"64 
F","61 
F","90 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3651,6:53 AM,"63 
F","61 
F","93 
%",CALM,"0 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3652,7:53 AM,"66 
F","63 
F","90 
%",NNE,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3653,8:53 AM,"68 
F","64 
F","87 
%",NNE,"3 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3654,9:53 AM,"72 
F","64 
F","76 
%",N,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3655,10:53 AM,"73 
F","64 
F","73 
%",E,"10 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3656,11:53 AM,"74 
F","63 
F","68 
%",E,"9 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3657,1:53 AM,"65 
F","61 
F","87 
%",E,"5 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3658,1:53 PM,"78 
F","61 
F","56 
%",ENE,"14 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3659,2:53 PM,"81 
F","60 
F","49 
%",ENE,"12 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3660,3:53 PM,"80 
F","61 
F","52 
%",ENE,"7 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3661,4:53 PM,"78 
F","61 
F","56 
%",E,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3662,5:53 PM,"76 
F","60 
F","58 
%",ENE,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3663,6:53 PM,"75 
F","59 
F","57 
%",NNE,"10 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3664,7:53 PM,"73 
F","60 
F","64 
%",NNE,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3665,8:53 PM,"72 
F","61 
F","68 
%",NNE,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3666,9:53 PM,"71 
F","61 
F","70 
%",NE,"7 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3667,10:53 PM,"70 
F","61 
F","73 
%",ENE,"9 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3668,11:53 PM,"70 
F","63 
F","78 
%",ENE,"8 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-15
3669,12:53 PM,"86 
F","66 
F","51 
%",S,"9 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-16
3670,12:53 AM,"69 
F","64 
F","84 
%",ENE,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3671,2:53 AM,"68 
F","66 
F","93 
%",ENE,"5 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3672,3:53 AM,"68 
F","66 
F","93 
%",ENE,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3673,4:53 AM,"67 
F","66 
F","97 
%",NE,"3 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3674,5:53 AM,"67 
F","66 
F","97 
%",ENE,"5 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3675,6:53 AM,"68 
F","67 
F","96 
%",E,"5 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-16
3676,7:53 AM,"69 
F","68 
F","96 
%",E,"6 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3677,8:53 AM,"72 
F","68 
F","87 
%",ESE,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3678,9:53 AM,"75 
F","68 
F","79 
%",ESE,"7 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-16
3679,10:53 AM,"80 
F","69 
F","69 
%",VAR,"5 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-16
3680,11:53 AM,"84 
F","67 
F","56 
%",SSW,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3681,1:53 AM,"68 
F","65 
F","90 
%",NE,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-09-16
3682,1:53 PM,"83 
F","68 
F","60 
%",E,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-09-16
3683,2:53 PM,"85 
F","67 
F","55 
%",E,"14 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-09-16
