,0,1,2,3,4,5,6,7,8,9,10,Date
1370,9:30 AM,"61 
F","60 
F","97 
%",NE,"15 
mph","0 
mph","29.1 
in","0.2 
in","0.0 
in",Rain,2018-06-22
1371,9:53 AM,"61 
F","60 
F","97 
%",NE,"16 
mph","22 
mph","29.1 
in","0.2 
in","0.0 
in",Light Rain,2018-06-22
1372,10:35 AM,"61 
F","60 
F","97 
%",NE,"13 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-22
1373,10:53 AM,"61 
F","60 
F","97 
%",NE,"16 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-22
1374,11:46 AM,"62 
F","61 
F","96 
%",NE,"17 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-22
1375,11:53 AM,"62 
F","60 
F","93 
%",NNE,"17 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-22
1376,12:53 PM,"62 
F","61 
F","96 
%",NE,"13 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-22
1377,1:53 PM,"62 
F","59 
F","90 
%",ENE,"17 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1378,2:53 PM,"64 
F","59 
F","84 
%",NE,"16 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1379,3:42 PM,"64 
F","59 
F","84 
%",NNE,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1380,3:53 PM,"63 
F","59 
F","87 
%",NNE,"14 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1381,4:53 PM,"63 
F","60 
F","90 
%",NNE,"10 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1382,5:53 PM,"62 
F","59 
F","90 
%",N,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1383,6:53 PM,"62 
F","59 
F","90 
%",N,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1384,7:53 PM,"61 
F","59 
F","93 
%",N,"14 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1385,8:15 PM,"61 
F","59 
F","93 
%",N,"13 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1386,8:53 PM,"62 
F","59 
F","90 
%",N,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1387,9:53 PM,"62 
F","59 
F","90 
%",N,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1388,10:32 PM,"62 
F","60 
F","93 
%",NNE,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-22
1389,10:53 PM,"63 
F","60 
F","90 
%",NNE,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-22
1390,11:53 PM,"62 
F","60 
F","93 
%",NNE,"13 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-22
1391,10:53 AM,"71 
F","57 
F","61 
%",CALM,"0 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1392,12:29 AM,"62 
F","61 
F","96 
%",N,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-23
1393,1:45 AM,"63 
F","62 
F","97 
%",N,"6 
mph","0 
mph","29.0 
in","0.0 
in","0.0 
in",Cloudy,2018-06-23
1394,1:53 AM,"64 
F","62 
F","93 
%",N,"5 
mph","0 
mph","29.0 
in","0.0 
in","0.0 
in",Cloudy,2018-06-23
1395,2:25 AM,"64 
F","62 
F","93 
%",N,"5 
mph","0 
mph","29.0 
in","0.0 
in","0.0 
in",Cloudy,2018-06-23
1396,2:53 AM,"64 
F","61 
F","90 
%",WNW,"3 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-23
1397,3:53 AM,"63 
F","61 
F","93 
%",NW,"6 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-23
1398,4:24 AM,"63 
F","60 
F","90 
%",NNW,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-23
1399,4:53 AM,"63 
F","60 
F","90 
%",NNW,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-23
1400,5:53 AM,"64 
F","60 
F","87 
%",NNW,"6 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1401,6:53 AM,"65 
F","60 
F","84 
%",N,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.7 
in",Mostly Cloudy,2018-06-23
1402,7:53 AM,"66 
F","59 
F","78 
%",NNE,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1403,8:53 AM,"68 
F","59 
F","73 
%",NE,"3 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1404,9:53 AM,"68 
F","58 
F","70 
%",CALM,"0 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1405,12:53 AM,"62 
F","61 
F","96 
%",NNE,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-23
1406,11:53 AM,"73 
F","57 
F","57 
%",CALM,"0 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1407,12:53 PM,"76 
F","56 
F","50 
%",CALM,"0 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1408,1:53 PM,"78 
F","55 
F","45 
%",CALM,"0 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-23
1409,2:53 PM,"80 
F","55 
F","42 
%",N,"5 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-23
1410,3:53 PM,"77 
F","54 
F","45 
%",ENE,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1411,4:53 PM,"77 
F","54 
F","45 
%",E,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1412,5:53 PM,"76 
F","55 
F","48 
%",ESE,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1413,6:53 PM,"76 
F","56 
F","50 
%",SE,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1414,7:53 PM,"75 
F","56 
F","51 
%",SSE,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1415,8:53 PM,"73 
F","63 
F","71 
%",SSW,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1416,9:53 PM,"72 
F","64 
F","76 
%",SW,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1417,10:53 PM,"71 
F","65 
F","81 
%",SW,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-23
1418,11:53 PM,"71 
F","65 
F","81 
%",WSW,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-23
1419,12:53 PM,"79 
F","64 
F","60 
%",NE,"8 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1420,12:53 AM,"71 
F","65 
F","81 
%",W,"7 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Cloudy,2018-06-24
1421,2:53 AM,"70 
F","66 
F","87 
%",WNW,"3 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1422,3:53 AM,"69 
F","66 
F","90 
%",W,"3 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1423,4:53 AM,"68 
F","66 
F","93 
%",W,"5 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1424,5:53 AM,"67 
F","65 
F","93 
%",WNW,"3 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-24
1425,6:53 AM,"70 
F","64 
F","81 
%",W,"3 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-24
1426,7:53 AM,"73 
F","63 
F","71 
%",CALM,"0 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-24
1427,8:53 AM,"77 
F","60 
F","56 
%",N,"6 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-06-24
1428,9:53 AM,"78 
F","60 
F","54 
%",NNW,"7 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-06-24
1429,10:53 AM,"80 
F","62 
F","54 
%",CALM,"0 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-06-24
1430,11:53 AM,"81 
F","63 
F","54 
%",NNE,"10 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-06-24
1431,1:53 AM,"70 
F","65 
F","84 
%",W,"6 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1432,1:53 PM,"79 
F","64 
F","60 
%",NE,"9 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1433,2:53 PM,"79 
F","63 
F","58 
%",ENE,"9 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1434,3:53 PM,"76 
F","61 
F","60 
%",NE,"17 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1435,4:53 PM,"75 
F","62 
F","64 
%",NE,"14 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1436,5:53 PM,"74 
F","62 
F","66 
%",NNE,"14 
mph","20 
mph","29.3 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-24
1437,6:53 PM,"71 
F","62 
F","73 
%",ENE,"7 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-24
1438,7:53 PM,"67 
F","61 
F","81 
%",E,"9 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1439,8:53 PM,"66 
F","62 
F","87 
%",NE,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1440,9:53 PM,"67 
F","63 
F","87 
%",NE,"10 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-06-24
1441,10:53 PM,"66 
F","62 
F","87 
%",NE,"9 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-06-24
1442,11:53 PM,"67 
F","61 
F","81 
%",NNE,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-24
1443,11:53 AM,"74 
F","63 
F","68 
%",ENE,"16 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1444,12:13 AM,"66 
F","60 
F","81 
%",NNE,"7 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-25
1445,1:53 AM,"65 
F","60 
F","84 
%",NNE,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-06-25
1446,2:53 AM,"64 
F","60 
F","87 
%",NE,"7 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-06-25
1447,3:53 AM,"64 
F","60 
F","87 
%",NNE,"9 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-06-25
1448,4:53 AM,"64 
F","60 
F","87 
%",NNE,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-25
1449,5:53 AM,"64 
F","61 
F","90 
%",NE,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-25
1450,6:53 AM,"67 
F","63 
F","87 
%",ENE,"13 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-25
1451,7:53 AM,"69 
F","63 
F","81 
%",E,"13 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1452,8:53 AM,"71 
F","64 
F","78 
%",E,"10 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1453,9:53 AM,"73 
F","64 
F","73 
%",ENE,"12 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1454,10:53 AM,"73 
F","64 
F","73 
%",E,"14 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1455,12:53 AM,"66 
F","60 
F","81 
%",NE,"6 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Fair,2018-06-25
1456,12:53 PM,"75 
F","63 
F","66 
%",E,"17 
mph","0 
mph","29.5 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1457,1:53 PM,"75 
F","63 
F","66 
%",E,"14 
mph","24 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1458,2:53 PM,"77 
F","62 
F","60 
%",ENE,"16 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1459,3:53 PM,"78 
F","62 
F","58 
%",ENE,"17 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1460,4:53 PM,"77 
F","60 
F","56 
%",E,"17 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1461,5:53 PM,"77 
F","61 
F","58 
%",ENE,"14 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1462,6:53 PM,"76 
F","61 
F","60 
%",E,"14 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1463,7:53 PM,"75 
F","61 
F","62 
%",E,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1464,8:53 PM,"74 
F","62 
F","66 
%",E,"8 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1465,9:53 PM,"76 
F","61 
F","60 
%",ESE,"7 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-25
1466,10:53 PM,"75 
F","61 
F","62 
%",SE,"9 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-06-25
1467,11:53 PM,"74 
F","63 
F","68 
%",ESE,"16 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-06-25
1468,1:51 PM,"83 
F","70 
F","65 
%",S,"10 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1469,12:53 AM,"72 
F","63 
F","73 
%",SE,"13 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1470,2:53 AM,"69 
F","62 
F","78 
%",ESE,"14 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1471,3:53 AM,"69 
F","61 
F","75 
%",ESE,"12 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1472,4:53 AM,"68 
F","60 
F","76 
%",ESE,"10 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1473,5:53 AM,"68 
F","59 
F","73 
%",ESE,"13 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1474,6:53 AM,"69 
F","59 
F","70 
%",SE,"10 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1475,7:38 AM,"70 
F","61 
F","73 
%",SE,"12 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Thunder,2018-06-26
1476,7:53 AM,"69 
F","62 
F","78 
%",SE,"9 
mph","0 
mph","29.3 
in","0.1 
in","0.0 
in",Light Rain with Thunder,2018-06-26
1477,8:12 AM,"68 
F","63 
F","84 
%",SE,"7 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1478,8:53 AM,"68 
F","64 
F","87 
%",SSE,"8 
mph","0 
mph","29.3 
in","0.1 
in","0.0 
in",Light Rain,2018-06-26
1479,9:41 AM,"71 
F","66 
F","84 
%",SE,"12 
mph","16 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1480,9:53 AM,"71 
F","66 
F","84 
%",SE,"9 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1481,10:36 AM,"75 
F","68 
F","79 
%",S,"8 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1482,10:53 AM,"75 
F","68 
F","79 
%",S,"9 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1483,11:53 AM,"76 
F","68 
F","76 
%",SSE,"5 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1484,12:49 PM,"81 
F","70 
F","70 
%",S,"7 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1485,12:53 PM,"80 
F","70 
F","71 
%",S,"7 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1486,1:53 AM,"71 
F","63 
F","75 
%",ESE,"14 
mph","0 
mph","29.4 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1487,2:53 PM,"85 
F","70 
F","61 
%",S,"14 
mph","21 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1488,3:53 PM,"84 
F","69 
F","61 
%",S,"14 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1489,4:53 PM,"83 
F","69 
F","63 
%",S,"17 
mph","22 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1490,5:53 PM,"83 
F","70 
F","65 
%",SSE,"14 
mph","22 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-26
1491,6:53 PM,"79 
F","71 
F","77 
%",S,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Rain,2018-06-26
1492,7:20 PM,"77 
F","72 
F","84 
%",S,"14 
mph","22 
mph","29.1 
in","0.0 
in","0.0 
in",Light Rain with Thunder,2018-06-26
1493,7:31 PM,"76 
F","72 
F","87 
%",S,"12 
mph","0 
mph","29.1 
in","0.1 
in","0.0 
in",Light Rain with Thunder,2018-06-26
1494,7:51 PM,"73 
F","72 
F","94 
%",S,"10 
mph","23 
mph","29.1 
in","0.3 
in","0.0 
in",Heavy Rain,2018-06-26
1495,7:53 PM,"74 
F","72 
F","93 
%",SSE,"9 
mph","18 
mph","29.1 
in","0.3 
in","0.0 
in",Light Rain,2018-06-26
1496,8:03 PM,"74 
F","71 
F","91 
%",S,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1497,8:53 PM,"75 
F","71 
F","87 
%",SSE,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1498,9:53 PM,"75 
F","71 
F","87 
%",S,"6 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1499,9:58 PM,"74 
F","71 
F","91 
%",S,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Heavy Rain,2018-06-26
1500,10:05 PM,"73 
F","71 
F","93 
%",WSW,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Rain,2018-06-26
1501,10:21 PM,"73 
F","71 
F","93 
%",SW,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Rain,2018-06-26
1502,10:43 PM,"73 
F","71 
F","93 
%",SW,"10 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Rain,2018-06-26
1503,10:53 PM,"73 
F","71 
F","93 
%",S,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Rain,2018-06-26
1504,11:53 PM,"73 
F","70 
F","90 
%",SW,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-26
1505,10:35 AM,"72 
F","67 
F","84 
%",WNW,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1506,12:18 AM,"72 
F","70 
F","93 
%",SW,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1507,12:53 AM,"72 
F","70 
F","93 
%",SW,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1508,1:27 AM,"72 
F","69 
F","91 
%",SW,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Rain,2018-06-27
1509,1:53 AM,"71 
F","69 
F","93 
%",SSW,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Rain,2018-06-27
1510,2:53 AM,"71 
F","69 
F","93 
%",SSW,"6 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1511,3:29 AM,"70 
F","69 
F","97 
%",SW,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-27
1512,3:34 AM,"70 
F","69 
F","97 
%",SW,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Rain,2018-06-27
1513,3:53 AM,"70 
F","69 
F","97 
%",WSW,"10 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Light Drizzle,2018-06-27
1514,4:14 AM,"70 
F","68 
F","93 
%",WSW,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1515,4:53 AM,"70 
F","68 
F","93 
%",WSW,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1516,5:53 AM,"70 
F","68 
F","93 
%",W,"12 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1517,6:53 AM,"70 
F","68 
F","93 
%",WSW,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1518,7:33 AM,"71 
F","67 
F","87 
%",W,"15 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1519,7:53 AM,"71 
F","67 
F","87 
%",WNW,"10 
mph","18 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1520,8:53 AM,"70 
F","67 
F","90 
%",W,"14 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1521,9:53 AM,"71 
F","67 
F","87 
%",WNW,"8 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1522,12:29 AM,"72 
F","70 
F","93 
%",SW,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1523,10:53 AM,"73 
F","67 
F","81 
%",W,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1524,11:53 AM,"74 
F","67 
F","79 
%",WNW,"9 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Cloudy,2018-06-27
1525,12:21 PM,"76 
F","67 
F","74 
%",W,"12 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1526,12:53 PM,"76 
F","68 
F","76 
%",NE,"6 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1527,1:30 PM,"77 
F","67 
F","71 
%",CALM,"0 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1528,1:53 PM,"79 
F","68 
F","69 
%",CALM,"0 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1529,2:53 PM,"79 
F","67 
F","66 
%",VAR,"3 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1530,3:53 PM,"75 
F","66 
F","73 
%",NNE,"10 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1531,4:53 PM,"75 
F","66 
F","73 
%",NE,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1532,5:53 PM,"76 
F","65 
F","69 
%",E,"7 
mph","0 
mph","29.1 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1533,6:53 PM,"75 
F","64 
F","69 
%",E,"5 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1534,7:53 PM,"74 
F","63 
F","68 
%",E,"6 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Mostly Cloudy,2018-06-27
1535,8:53 PM,"72 
F","63 
F","73 
%",SE,"5 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Partly Cloudy,2018-06-27
1536,9:53 PM,"71 
F","63 
F","75 
%",ESE,"3 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-27
1537,10:53 PM,"70 
F","63 
F","78 
%",CALM,"0 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-27
1538,11:53 PM,"70 
F","63 
F","78 
%",CALM,"0 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-27
1539,12:53 PM,"86 
F","65 
F","49 
%",CALM,"0 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-06-28
1540,12:53 AM,"70 
F","63 
F","78 
%",CALM,"0 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-28
1541,2:53 AM,"68 
F","64 
F","87 
%",CALM,"0 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-28
1542,3:53 AM,"68 
F","64 
F","87 
%",CALM,"0 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-28
1543,4:53 AM,"67 
F","64 
F","90 
%",CALM,"0 
mph","0 
mph","29.2 
in","0.0 
in","0.0 
in",Fair,2018-06-28
1544,5:53 AM,"67 
F","66 
F","97 
%",CALM,"0 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-06-28
1545,6:53 AM,"71 
F","66 
F","84 
%",CALM,"0 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Haze,2018-06-28
1546,7:53 AM,"74 
F","67 
F","79 
%",CALM,"0 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Haze,2018-06-28
1547,8:53 AM,"78 
F","67 
F","68 
%",CALM,"0 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-06-28
1548,9:53 AM,"81 
F","67 
F","62 
%",VAR,"3 
mph","0 
mph","29.3 
in","0.0 
in","0.0 
in",Fair,2018-06-28
